"filename", "language", "Python", "Markdown", "TypeScript", "JavaScript", "TypeScript JSX", "HTML", "JSON", "JSON with Comments", "Groovy", "Batch", "Properties", "XML", "Shell Script", "comment", "blank", "total"
"/home/pc/Desktop/projects/ElectroPup/src/README.md", "Markdown", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21
"/home/pc/Desktop/projects/ElectroPup/src/main.py", "Python", 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 68, 342
"/home/pc/Desktop/projects/ElectroPup/src/model/README.md", "Markdown", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 25
"/home/pc/Desktop/projects/ElectroPup/src/model/assets/README.md", "Markdown", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/pc/Desktop/projects/ElectroPup/src/model/electro-pup.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 4, 49, 230
"/home/pc/Desktop/projects/ElectroPup/src/model/scene.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 5, 25
"/home/pc/Desktop/projects/ElectroPup/src/plot.py", "Python", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 32, 154
"/home/pc/Desktop/projects/ElectroPup/src/server.py", "Python", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 138
"/home/pc/Desktop/projects/ElectroPup/src/setup/install_live.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 6, 9, 45
"/home/pc/Desktop/projects/ElectroPup/src/sim.py", "Python", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 34, 124
"/home/pc/Desktop/projects/ElectroPup/src/system/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/pc/Desktop/projects/ElectroPup/src/system/auxiliary/README.md", "Markdown", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 25
"/home/pc/Desktop/projects/ElectroPup/src/system/auxiliary/aux.py", "Python", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 38, 176
"/home/pc/Desktop/projects/ElectroPup/src/system/auxiliary/crc32.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/home/pc/Desktop/projects/ElectroPup/src/system/auxiliary/heartbeat.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 30
"/home/pc/Desktop/projects/ElectroPup/src/system/auxiliary/install_heartbeat.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 8, 38
"/home/pc/Desktop/projects/ElectroPup/src/system/forwarder.py", "Python", 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 40, 225
"/home/pc/Desktop/projects/ElectroPup/src/system/gamepad/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/pc/Desktop/projects/ElectroPup/src/system/gamepad/gamepad.py", "Python", 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 45, 259
"/home/pc/Desktop/projects/ElectroPup/src/system/gamepad/gamepad_interface.py", "Python", 446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 53, 562
"/home/pc/Desktop/projects/ElectroPup/src/system/gamepad/moving_average.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/home/pc/Desktop/projects/ElectroPup/src/system/hardware/bno055_driver.py", "Python", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 32, 145
"/home/pc/Desktop/projects/ElectroPup/src/system/hardware/hardware.py", "Python", 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 64, 278
"/home/pc/Desktop/projects/ElectroPup/src/system/hardware/i2c_scanner.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 35
"/home/pc/Desktop/projects/ElectroPup/src/system/hardware/ina228_driver.py", "Python", 308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 80, 517
"/home/pc/Desktop/projects/ElectroPup/src/system/input/gamepad.py", "Python", 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 55, 251
"/home/pc/Desktop/projects/ElectroPup/src/system/input/gamepad_interface.py", "Python", 449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 52, 563
"/home/pc/Desktop/projects/ElectroPup/src/system/input/input.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 17, 74
"/home/pc/Desktop/projects/ElectroPup/src/system/input/touch.py", "Python", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 30, 149
"/home/pc/Desktop/projects/ElectroPup/src/system/interfaces.py", "Python", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 92
"/home/pc/Desktop/projects/ElectroPup/src/system/motors/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/pc/Desktop/projects/ElectroPup/src/system/motors/can_interface.py", "Python", 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 39, 289
"/home/pc/Desktop/projects/ElectroPup/src/system/motors/interfaces.py", "Python", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 50
"/home/pc/Desktop/projects/ElectroPup/src/system/motors/motor.py", "Python", 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 45, 313
"/home/pc/Desktop/projects/ElectroPup/src/system/motors/motor_list.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 50
"/home/pc/Desktop/projects/ElectroPup/src/system/motors/motors.py", "Python", 341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 77, 475
"/home/pc/Desktop/projects/ElectroPup/src/system/quadruped/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/pc/Desktop/projects/ElectroPup/src/system/quadruped/exceptions.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 13
"/home/pc/Desktop/projects/ElectroPup/src/system/quadruped/gait_planner.py", "Python", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 20, 100
"/home/pc/Desktop/projects/ElectroPup/src/system/quadruped/interfaces.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"/home/pc/Desktop/projects/ElectroPup/src/system/quadruped/kinematics.py", "Python", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 36, 245
